Node;X (ft);Y (ft);Z (ft);Support
 2545;34.00;0.0;1.00;
 2546;34.00;0.0;2.00;
 2547;34.00;0.0;3.00;
 2548;34.00;0.0;4.00;
 2549;34.00;0.0;5.00;
 2550;34.00;0.0;6.00;
 2551;34.00;0.0;7.00;
 2552;34.00;0.0;8.00;
 2553;34.00;0.0;9.00;
 2554;34.00;0.0;10.00;
 2555;34.00;0.0;11.00;
 2556;35.00;0.0;1.00;
 2557;35.00;0.0;2.00;
 2558;35.00;0.0;3.00;
 2559;35.00;0.0;4.00;
 2560;35.00;0.0;5.00;
 2561;35.00;0.0;6.00;
 2562;35.00;0.0;7.00;
 2563;35.00;0.0;8.00;
 2564;35.00;0.0;9.00;
 2565;35.00;0.0;10.00;
 2566;35.00;0.0;11.00;
 2567;36.00;0.0;1.00;
 2568;36.00;0.0;2.00;
 2569;36.00;0.0;3.00;
 2570;36.00;0.0;4.00;
 2571;36.00;0.0;5.00;
 2572;36.00;0.0;6.00;
 2573;36.00;0.0;7.00;
 2574;36.00;0.0;8.00;
 2575;36.00;0.0;9.00;
 2576;36.00;0.0;10.00;
 2577;36.00;0.0;11.00;
 2578;37.00;0.0;1.00;
 2579;37.00;0.0;2.00;
 2580;37.00;0.0;3.00;
 2581;37.00;0.0;4.00;
 2582;37.00;0.0;5.00;
 2583;37.00;0.0;6.00;
 2584;37.00;0.0;7.00;
 2585;37.00;0.0;8.00;
 2586;37.00;0.0;9.00;
 2587;37.00;0.0;10.00;
 2588;37.00;0.0;11.00;
 2589;38.00;0.0;1.00;
 2590;38.00;0.0;2.00;
 2591;38.00;0.0;3.00;
 2592;38.00;0.0;4.00;
 2593;38.00;0.0;5.00;
 2594;38.00;0.0;6.00;
 2595;38.00;0.0;7.00;
 2596;38.00;0.0;8.00;
 2597;38.00;0.0;9.00;
 2598;38.00;0.0;10.00;
 2599;38.00;0.0;11.00;
 2600;39.00;0.0;1.00;
 2601;39.00;0.0;2.00;
 2602;39.00;0.0;3.00;
 2603;39.00;0.0;4.00;
 2604;39.00;0.0;5.00;
 2605;39.00;0.0;6.00;
 2606;39.00;0.0;7.00;
 2607;39.00;0.0;8.00;
 2608;39.00;0.0;9.00;
 2609;39.00;0.0;10.00;
 2610;39.00;0.0;11.00;
 2611;40.00;0.0;1.00;
 2612;40.00;0.0;2.00;
 2613;40.00;0.0;3.00;
 2614;40.00;0.0;4.00;
 2615;40.00;0.0;5.00;
 2616;40.00;0.0;6.00;
 2617;40.00;0.0;7.00;
 2618;40.00;0.0;8.00;
 2619;40.00;0.0;9.00;
 2620;40.00;0.0;10.00;
 2621;40.00;0.0;11.00;
 2622;41.00;0.0;1.00;
 2623;41.00;0.0;2.00;
 2624;41.00;0.0;3.00;
 2625;41.00;0.0;4.00;
 2626;41.00;0.0;5.00;
 2627;41.00;0.0;6.00;
 2628;41.00;0.0;7.00;
 2629;41.00;0.0;8.00;
 2630;41.00;0.0;9.00;
 2631;41.00;0.0;10.00;
 2632;41.00;0.0;11.00;
 2633;42.00;0.0;1.00;
 2634;42.00;0.0;2.00;
 2635;42.00;0.0;3.00;
 2636;42.00;0.0;4.00;
 2637;42.00;0.0;5.00;
 2638;42.00;0.0;6.00;
 2639;42.00;0.0;7.00;
 2640;42.00;0.0;8.00;
 2641;42.00;0.0;9.00;
 2642;42.00;0.0;10.00;
 2643;42.00;0.0;11.00;
 2644;43.00;0.0;1.00;
 2645;43.00;0.0;2.00;
 2646;43.00;0.0;3.00;
 2647;43.00;0.0;4.00;
 2648;43.00;0.0;5.00;
 2649;43.00;0.0;6.00;
 2650;43.00;0.0;7.00;
 2651;43.00;0.0;8.00;
 2652;43.00;0.0;9.00;
 2653;43.00;0.0;10.00;
 2654;43.00;0.0;11.00;
 2655;44.00;0.0;1.00;
 2656;44.00;0.0;2.00;
 2657;44.00;0.0;3.00;
 2658;44.00;0.0;4.00;
 2659;44.00;0.0;5.00;
 2660;44.00;0.0;6.00;
 2661;44.00;0.0;7.00;
 2662;44.00;0.0;8.00;
 2663;44.00;0.0;9.00;
 2664;44.00;0.0;10.00;
 2665;44.00;0.0;11.00;
 2666;45.00;0.0;1.00;
 2667;45.00;0.0;2.00;
 2668;45.00;0.0;3.00;
 2669;45.00;0.0;4.00;
 2670;45.00;0.0;5.00;
 2671;45.00;0.0;6.00;
 2672;45.00;0.0;7.00;
 2673;45.00;0.0;8.00;
 2674;45.00;0.0;9.00;
 2675;45.00;0.0;10.00;
 2676;45.00;0.0;11.00;
 2677;46.00;0.0;1.00;
 2678;46.00;0.0;2.00;
 2679;46.00;0.0;3.00;
 2680;46.00;0.0;4.00;
 2681;46.00;0.0;5.00;
 2682;46.00;0.0;6.00;
 2683;46.00;0.0;7.00;
 2684;46.00;0.0;8.00;
 2685;46.00;0.0;9.00;
 2686;46.00;0.0;10.00;
 2687;46.00;0.0;11.00;
 2688;47.00;0.0;1.00;
 2689;47.00;0.0;2.00;
 2690;47.00;0.0;3.00;
 2691;47.00;0.0;4.00;
 2692;47.00;0.0;5.00;
 2693;47.00;0.0;6.00;
 2694;47.00;0.0;7.00;
 2695;47.00;0.0;8.00;
 2696;47.00;0.0;9.00;
 2697;47.00;0.0;10.00;
 2698;47.00;0.0;11.00;
 2699;48.00;0.0;1.00;
 2700;48.00;0.0;2.00;
 2701;48.00;0.0;3.00;
 2702;48.00;0.0;4.00;
 2703;48.00;0.0;5.00;
 2704;48.00;0.0;6.00;
 2705;48.00;0.0;7.00;
 2706;48.00;0.0;8.00;
 2707;48.00;0.0;9.00;
 2708;48.00;0.0;10.00;
 2709;48.00;0.0;11.00;
 2710;49.00;0.0;1.00;
 2711;49.00;0.0;2.00;
 2712;49.00;0.0;3.00;
 2713;49.00;0.0;4.00;
 2714;49.00;0.0;5.00;
 2715;49.00;0.0;6.00;
 2716;49.00;0.0;7.00;
 2717;49.00;0.0;8.00;
 2718;49.00;0.0;9.00;
 2719;49.00;0.0;10.00;
 2720;49.00;0.0;11.00;
 2721;50.00;0.0;1.00;
 2722;50.00;0.0;2.00;
 2723;50.00;0.0;3.00;
 2724;50.00;0.0;4.00;
 2725;50.00;0.0;5.00;
 2726;50.00;0.0;6.00;
 2727;50.00;0.0;7.00;
 2728;50.00;0.0;8.00;
 2729;50.00;0.0;9.00;
 2730;50.00;0.0;10.00;
 2731;50.00;0.0;11.00;
 2732;51.00;0.0;1.00;
 2733;51.00;0.0;2.00;
 2734;51.00;0.0;3.00;
 2735;51.00;0.0;4.00;
 2736;51.00;0.0;5.00;
 2737;51.00;0.0;6.00;
 2738;51.00;0.0;7.00;
 2739;51.00;0.0;8.00;
 2740;51.00;0.0;9.00;
 2741;51.00;0.0;10.00;
 2742;51.00;0.0;11.00;
 2743;52.00;0.0;1.00;
 2744;52.00;0.0;2.00;
 2745;52.00;0.0;3.00;
 2746;52.00;0.0;4.00;
 2747;52.00;0.0;5.00;
 2748;52.00;0.0;6.00;
 2749;52.00;0.0;7.00;
 2750;52.00;0.0;8.00;
 2751;52.00;0.0;9.00;
 2752;52.00;0.0;10.00;
 2753;52.00;0.0;11.00;
 2754;53.00;0.0;1.00;
 2755;53.00;0.0;2.00;
 2756;53.00;0.0;3.00;
 2757;53.00;0.0;4.00;
 2758;53.00;0.0;5.00;
 2759;53.00;0.0;6.00;
 2760;53.00;0.0;7.00;
 2761;53.00;0.0;8.00;
 2762;53.00;0.0;9.00;
 2763;53.00;0.0;10.00;
 2764;53.00;0.0;11.00;
 2765;54.00;0.0;1.00;
 2766;54.00;0.0;2.00;
 2767;54.00;0.0;3.00;
 2768;54.00;0.0;4.00;
 2769;54.00;0.0;5.00;
 2770;54.00;0.0;6.00;
 2771;54.00;0.0;7.00;
 2772;54.00;0.0;8.00;
 2773;54.00;0.0;9.00;
 2774;54.00;0.0;10.00;
 2775;54.00;0.0;11.00;
 2776;55.00;0.0;1.00;
 2777;55.00;0.0;2.00;
 2778;55.00;0.0;3.00;
 2779;55.00;0.0;4.00;
 2780;55.00;0.0;5.00;
 2781;55.00;0.0;6.00;
 2782;55.00;0.0;7.00;
 2783;55.00;0.0;8.00;
 2784;55.00;0.0;9.00;
 2785;55.00;0.0;10.00;
 2786;55.00;0.0;11.00;
 2787;56.00;0.0;1.00;
 2788;56.00;0.0;2.00;
 2789;56.00;0.0;3.00;
 2790;56.00;0.0;4.00;
 2791;56.00;0.0;5.00;
 2792;56.00;0.0;6.00;
 2793;56.00;0.0;7.00;
 2794;56.00;0.0;8.00;
 2795;56.00;0.0;9.00;
 2796;56.00;0.0;10.00;
 2797;56.00;0.0;11.00;
 2798;57.00;0.0;1.00;
 2799;57.00;0.0;2.00;
 2800;57.00;0.0;3.00;
 2801;57.00;0.0;4.00;
 2802;57.00;0.0;5.00;
 2803;57.00;0.0;6.00;
 2804;57.00;0.0;7.00;
 2805;57.00;0.0;8.00;
 2806;57.00;0.0;9.00;
 2807;57.00;0.0;10.00;
 2808;57.00;0.0;11.00;
 2809;58.00;0.0;1.00;
 2810;58.00;0.0;2.00;
 2811;58.00;0.0;3.00;
 2812;58.00;0.0;4.00;
 2813;58.00;0.0;5.00;
 2814;58.00;0.0;6.00;
 2815;58.00;0.0;7.00;
 2816;58.00;0.0;8.00;
 2817;58.00;0.0;9.00;
 2818;58.00;0.0;10.00;
 2819;58.00;0.0;11.00;
 2820;59.00;0.0;1.00;
 2821;59.00;0.0;2.00;
 2822;59.00;0.0;3.00;
 2823;59.00;0.0;4.00;
 2824;59.00;0.0;5.00;
 2825;59.00;0.0;6.00;
 2826;59.00;0.0;7.00;
 2827;59.00;0.0;8.00;
 2828;59.00;0.0;9.00;
 2829;59.00;0.0;10.00;
 2830;59.00;0.0;11.00;
 2831;60.00;0.0;1.00;
 2832;60.00;0.0;2.00;
 2833;60.00;0.0;3.00;
 2834;60.00;0.0;4.00;
 2835;60.00;0.0;5.00;
 2836;60.00;0.0;6.00;
 2837;60.00;0.0;7.00;
 2838;60.00;0.0;8.00;
 2839;60.00;0.0;9.00;
 2840;60.00;0.0;10.00;
 2841;60.00;0.0;11.00;
 2842;61.00;0.0;1.00;
 2843;61.00;0.0;2.00;
 2844;61.00;0.0;3.00;
 2845;61.00;0.0;4.00;
 2846;61.00;0.0;5.00;
 2847;61.00;0.0;6.00;
 2848;61.00;0.0;7.00;
 2849;61.00;0.0;8.00;
 2850;61.00;0.0;9.00;
 2851;61.00;0.0;10.00;
 2852;61.00;0.0;11.00;
 2853;62.00;0.0;1.00;
 2854;62.00;0.0;2.00;
 2855;62.00;0.0;3.00;
 2856;62.00;0.0;4.00;
 2857;62.00;0.0;5.00;
 2858;62.00;0.0;6.00;
 2859;62.00;0.0;7.00;
 2860;62.00;0.0;8.00;
 2861;62.00;0.0;9.00;
 2862;62.00;0.0;10.00;
 2863;62.00;0.0;11.00;
 2864;63.00;0.0;1.00;
 2865;63.00;0.0;2.00;
 2866;63.00;0.0;3.00;
 2867;63.00;0.0;4.00;
 2868;63.00;0.0;5.00;
 2869;63.00;0.0;6.00;
 2870;63.00;0.0;7.00;
 2871;63.00;0.0;8.00;
 2872;63.00;0.0;9.00;
 2873;63.00;0.0;10.00;
 2874;63.00;0.0;11.00;
 2875;64.00;0.0;1.00;
 2876;64.00;0.0;2.00;
 2877;64.00;0.0;3.00;
 2878;64.00;0.0;4.00;
 2879;64.00;0.0;5.00;
 2880;64.00;0.0;6.00;
 2881;64.00;0.0;7.00;
 2882;64.00;0.0;8.00;
 2883;64.00;0.0;9.00;
 2884;64.00;0.0;10.00;
 2885;64.00;0.0;11.00;
 2886;65.00;0.0;1.00;
 2887;65.00;0.0;2.00;
 2888;65.00;0.0;3.00;
 2889;65.00;0.0;4.00;
 2890;65.00;0.0;5.00;
 2891;65.00;0.0;6.00;
 2892;65.00;0.0;7.00;
 2893;65.00;0.0;8.00;
 2894;65.00;0.0;9.00;
 2895;65.00;0.0;10.00;
 2896;65.00;0.0;11.00;
 2897;66.00;0.0;1.00;
 2898;66.00;0.0;2.00;
 2899;66.00;0.0;3.00;
 2900;66.00;0.0;4.00;
 2901;66.00;0.0;5.00;
 2902;66.00;0.0;6.00;
 2903;66.00;0.0;7.00;
 2904;66.00;0.0;8.00;
 2905;66.00;0.0;9.00;
 2906;66.00;0.0;10.00;
 2907;66.00;0.0;11.00;
 2908;67.00;0.0;1.00;
 2909;67.00;0.0;2.00;
 2910;67.00;0.0;3.00;
 2911;67.00;0.0;4.00;
 2912;67.00;0.0;5.00;
 2913;67.00;0.0;6.00;
 2914;67.00;0.0;7.00;
 2915;67.00;0.0;8.00;
 2916;67.00;0.0;9.00;
 2917;67.00;0.0;10.00;
 2918;67.00;0.0;11.00;
 2919;68.00;0.0;1.00;
 2920;68.00;0.0;2.00;
 2921;68.00;0.0;3.00;
 2922;68.00;0.0;4.00;
 2923;68.00;0.0;5.00;
 2924;68.00;0.0;6.00;
 2925;68.00;0.0;7.00;
 2926;68.00;0.0;8.00;
 2927;68.00;0.0;9.00;
 2928;68.00;0.0;10.00;
 2929;68.00;0.0;11.00;
 2930;69.00;0.0;1.00;
 2931;69.00;0.0;2.00;
 2932;69.00;0.0;3.00;
 2933;69.00;0.0;4.00;
 2934;69.00;0.0;5.00;
 2935;69.00;0.0;6.00;
 2936;69.00;0.0;7.00;
 2937;69.00;0.0;8.00;
 2938;69.00;0.0;9.00;
 2939;69.00;0.0;10.00;
 2940;69.00;0.0;11.00;
 2941;70.00;0.0;1.00;
 2942;70.00;0.0;2.00;
 2943;70.00;0.0;3.00;
 2944;70.00;0.0;4.00;
 2945;70.00;0.0;5.00;
 2946;70.00;0.0;6.00;
 2947;70.00;0.0;7.00;
 2948;70.00;0.0;8.00;
 2949;70.00;0.0;9.00;
 2950;70.00;0.0;10.00;
 2951;70.00;0.0;11.00;
 2952;71.00;0.0;1.00;
 2953;71.00;0.0;2.00;
 2954;71.00;0.0;3.00;
 2955;71.00;0.0;4.00;
 2956;71.00;0.0;5.00;
 2957;71.00;0.0;6.00;
 2958;71.00;0.0;7.00;
 2959;71.00;0.0;8.00;
 2960;71.00;0.0;9.00;
 2961;71.00;0.0;10.00;
 2962;71.00;0.0;11.00;
 2964;1.00;0.0;0.0;
 2966;2.00;0.0;0.0;
 2967;3.00;0.0;0.0;
 2968;4.00;0.0;0.0;
 2970;5.00;0.0;0.0;
 2971;6.00;0.0;0.0;
 2972;7.00;0.0;0.0;
 2973;8.00;0.0;0.0;
 2974;9.00;0.0;0.0;
 2975;10.00;0.0;0.0;
 2976;11.00;0.0;0.0;
 2977;12.00;0.0;0.0;
 2978;13.00;0.0;0.0;
 2979;14.00;0.0;0.0;
 2980;15.00;0.0;0.0;
 2981;16.00;0.0;0.0;
 2986;17.00;0.0;0.0;
 2987;18.00;0.0;0.0;
 2988;19.00;0.0;0.0;
 2989;20.00;0.0;0.0;
 2990;21.00;0.0;0.0;
 2991;22.00;0.0;0.0;
 2992;23.00;0.0;0.0;
 2994;25.17;0.0;0.0;
 2995;26.33;0.0;0.0;
 2996;28.48;0.0;0.0;
 2997;27.50;0.0;0.0;
 2998;29.45;0.0;0.0;
 2999;30.43;0.0;0.0;
 3000;31.40;0.0;0.0;
 3001;32.38;0.0;0.0;
 3002;27.50;0.0;2.00;
 3003;27.50;0.0;4.00;
 3004;27.50;0.0;5.00;
 3005;27.50;0.0;1.00;
 3006;27.50;0.0;3.00;
 3007;27.50;0.0;6.00;
 3013;1.00;0.0;12.00;
 3015;3.00;0.0;12.00;
 3016;5.00;0.0;12.00;
 3017;6.00;0.0;12.00;
 3018;4.00;0.0;12.00;
 3019;8.00;0.0;12.00;
 3020;10.00;0.0;12.00;
 3021;12.00;0.0;12.00;
 3022;13.00;0.0;12.00;
 3023;11.00;0.0;12.00;
 3024;7.00;0.0;12.00;
 3025;2.00;0.0;12.00;
 3026;9.00;0.0;12.00;
 3027;15.00;0.0;12.00;
 3028;16.00;0.0;12.00;
 3029;17.00;0.0;12.00;
 3030;14.00;0.0;12.00;
 3031;27.50;0.0;8.00;
 3032;27.50;0.0;9.00;
 3033;20.00;0.0;12.00;
 3034;21.00;0.0;12.00;
 3035;22.00;0.0;12.00;
 3036;23.00;0.0;12.00;
 3037;19.00;0.0;12.00;
 3038;27.50;0.0;7.00;
 3039;27.50;0.0;10.00;
 3040;27.50;0.0;11.00;
 3041;18.00;0.0;12.00;
 3042;25.17;0.0;12.00;
 3044;26.33;0.0;12.00;
 3051;33.36;0.0;0.0;
 3052;34.33;0.0;0.0;
 3053;35.31;0.0;0.0;
 3054;36.29;0.0;0.0;
 3055;37.26;0.0;0.0;
 3056;38.24;0.0;0.0;
 3057;39.21;0.0;0.0;
 3058;40.19;0.0;0.0;
 3059;41.17;0.0;0.0;
 3060;42.14;0.0;0.0;
 3061;43.12;0.0;0.0;
 3062;44.10;0.0;0.0;
 3063;45.07;0.0;0.0;
 3064;46.05;0.0;0.0;
 3065;47.02;0.0;0.0;
 3067;49.00;0.0;0.0;
 3068;50.00;0.0;0.0;
 3069;51.00;0.0;0.0;
 3070;52.00;0.0;0.0;
 3071;53.00;0.0;0.0;
 3072;54.00;0.0;0.0;
 3073;55.00;0.0;0.0;
 3074;56.00;0.0;0.0;
 3075;57.00;0.0;0.0;
 3076;58.00;0.0;0.0;
 3077;59.00;0.0;0.0;
 3078;60.00;0.0;0.0;
 3079;61.00;0.0;0.0;
 3080;62.00;0.0;0.0;
 3081;63.00;0.0;0.0;
 3082;64.00;0.0;0.0;
 3083;65.00;0.0;0.0;
 3084;66.00;0.0;0.0;
 3085;67.00;0.0;0.0;
 3086;68.00;0.0;0.0;
 3087;69.00;0.0;0.0;
 3088;70.00;0.0;0.0;
 3089;71.00;0.0;0.0;
 3125;64.00;0.0;12.00;
 3126;65.00;0.0;12.00;
 3127;63.00;0.0;12.00;
 3132;67.00;0.0;12.00;
 3134;66.00;0.0;12.00;
 3136;69.00;0.0;12.00;
 3137;70.00;0.0;12.00;
 3139;71.00;0.0;12.00;
 3140;68.00;0.0;12.00;
 3142;71.00;32.00;11.00;
 3143;70.00;32.00;11.00;
 3144;70.00;32.00;10.00;
 3145;71.00;32.00;10.00;
 3146;70.00;32.00;9.00;
 3147;71.00;32.00;9.00;
 3148;70.00;32.00;8.00;
 3149;71.00;32.00;8.00;
 3150;70.00;32.00;7.00;
 3151;71.00;32.00;7.00;
 3152;70.00;32.00;6.00;
 3153;71.00;32.00;6.00;
 3154;70.00;32.00;5.00;
 3155;71.00;32.00;5.00;
 3156;70.00;32.00;4.00;
 3157;71.00;32.00;4.00;
 3158;70.00;32.00;3.00;
 3159;71.00;32.00;3.00;
 3160;70.00;32.00;2.00;
 3161;71.00;32.00;2.00;
 3162;70.00;32.00;1.00;
 3163;71.00;32.00;1.00;
 3164;69.00;32.00;11.00;
 3165;69.00;32.00;10.00;
 3166;69.00;32.00;9.00;
 3167;69.00;32.00;8.00;
 3168;69.00;32.00;7.00;
 3169;69.00;32.00;6.00;
 3170;69.00;32.00;5.00;
 3171;69.00;32.00;4.00;
 3172;69.00;32.00;3.00;
 3173;69.00;32.00;2.00;
 3174;69.00;32.00;1.00;
 3175;68.00;32.00;11.00;
 3176;68.00;32.00;10.00;
 3177;68.00;32.00;9.00;
 3178;68.00;32.00;8.00;
 3179;68.00;32.00;7.00;
 3180;68.00;32.00;6.00;
 3181;68.00;32.00;5.00;
 3182;68.00;32.00;4.00;
 3183;68.00;32.00;3.00;
 3184;68.00;32.00;2.00;
 3185;68.00;32.00;1.00;
 3186;67.00;32.00;11.00;
 3187;67.00;32.00;10.00;
 3188;67.00;32.00;9.00;
 3189;67.00;32.00;8.00;
 3190;67.00;32.00;7.00;
 3191;67.00;32.00;6.00;
 3192;67.00;32.00;5.00;
 3193;67.00;32.00;4.00;
 3194;67.00;32.00;3.00;
 3195;67.00;32.00;2.00;
 3196;67.00;32.00;1.00;
 3197;66.00;32.00;11.00;
 3198;66.00;32.00;10.00;
 3199;66.00;32.00;9.00;
 3200;66.00;32.00;8.00;
 3201;66.00;32.00;7.00;
 3202;66.00;32.00;6.00;
 3203;66.00;32.00;5.00;
 3204;66.00;32.00;4.00;
 3205;66.00;32.00;3.00;
 3206;66.00;32.00;2.00;
 3207;66.00;32.00;1.00;
 3208;65.00;32.00;11.00;
 3209;65.00;32.00;10.00;
 3210;65.00;32.00;9.00;
 3211;65.00;32.00;8.00;
 3212;65.00;32.00;7.00;
 3213;65.00;32.00;6.00;
 3214;65.00;32.00;5.00;
 3215;65.00;32.00;4.00;
 3216;65.00;32.00;3.00;
 3217;65.00;32.00;2.00;
 3218;65.00;32.00;1.00;
 3219;64.00;32.00;11.00;
 3220;64.00;32.00;10.00;
 3221;64.00;32.00;9.00;
 3222;64.00;32.00;8.00;
 3223;64.00;32.00;7.00;
 3224;64.00;32.00;6.00;
 3225;64.00;32.00;5.00;
 3226;64.00;32.00;4.00;
 3227;64.00;32.00;3.00;
 3228;64.00;32.00;2.00;
 3229;64.00;32.00;1.00;
 3230;63.00;32.00;11.00;
 3231;63.00;32.00;10.00;
 3232;63.00;32.00;9.00;
 3233;63.00;32.00;8.00;
 3234;63.00;32.00;7.00;
 3235;63.00;32.00;6.00;
 3236;63.00;32.00;5.00;
 3237;63.00;32.00;4.00;
 3238;63.00;32.00;3.00;
 3239;63.00;32.00;2.00;
 3240;63.00;32.00;1.00;
 3241;62.00;32.00;11.00;
 3242;62.00;32.00;10.00;
 3243;62.00;32.00;9.00;
 3244;62.00;32.00;8.00;
 3245;62.00;32.00;7.00;
 3246;62.00;32.00;6.00;
 3247;62.00;32.00;5.00;
 3248;62.00;32.00;4.00;
 3249;62.00;32.00;3.00;
 3250;62.00;32.00;2.00;
 3251;62.00;32.00;1.00;
 3252;61.00;32.00;11.00;
 3253;61.00;32.00;10.00;
 3254;61.00;32.00;9.00;
 3255;61.00;32.00;8.00;
 3256;61.00;32.00;7.00;
 3257;61.00;32.00;6.00;
 3258;61.00;32.00;5.00;
 3259;61.00;32.00;4.00;
 3260;61.00;32.00;3.00;
 3261;61.00;32.00;2.00;
 3262;61.00;32.00;1.00;
 3263;60.00;32.00;11.00;
 3264;60.00;32.00;10.00;
 3265;60.00;32.00;9.00;
 3266;60.00;32.00;8.00;
 3267;60.00;32.00;7.00;
 3268;60.00;32.00;6.00;
 3269;60.00;32.00;5.00;
 3270;60.00;32.00;4.00;
 3271;60.00;32.00;3.00;
 3272;60.00;32.00;2.00;
 3273;60.00;32.00;1.00;
 3274;59.00;32.00;11.00;
 3275;59.00;32.00;10.00;
 3276;59.00;32.00;9.00;
 3277;59.00;32.00;8.00;
 3278;59.00;32.00;7.00;
 3279;59.00;32.00;6.00;
 3280;59.00;32.00;5.00;
 3281;59.00;32.00;4.00;
 3282;59.00;32.00;3.00;
 3283;59.00;32.00;2.00;
 3284;59.00;32.00;1.00;
 3285;58.00;32.00;11.00;
 3286;58.00;32.00;10.00;
 3287;58.00;32.00;9.00;
 3288;58.00;32.00;8.00;
 3289;58.00;32.00;7.00;
 3290;58.00;32.00;6.00;
 3291;58.00;32.00;5.00;
 3292;58.00;32.00;4.00;
 3293;58.00;32.00;3.00;
 3294;58.00;32.00;2.00;
 3295;58.00;32.00;1.00;
 3296;57.00;32.00;11.00;
 3297;57.00;32.00;10.00;
 3298;57.00;32.00;9.00;
 3299;57.00;32.00;8.00;
 3300;57.00;32.00;7.00;
 3301;57.00;32.00;6.00;
 3302;57.00;32.00;5.00;
 3303;57.00;32.00;4.00;
 3304;57.00;32.00;3.00;
 3305;57.00;32.00;2.00;
 3306;57.00;32.00;1.00;
 3307;56.00;32.00;11.00;
 3308;56.00;32.00;10.00;
 3309;56.00;32.00;9.00;
 3310;56.00;32.00;8.00;
 3311;56.00;32.00;7.00;
 3312;56.00;32.00;6.00;
 3313;56.00;32.00;5.00;
 3314;56.00;32.00;4.00;
 3315;56.00;32.00;3.00;
 3316;56.00;32.00;2.00;
 3317;56.00;32.00;1.00;
 3318;55.00;32.00;11.00;
 3319;55.00;32.00;10.00;
 3320;55.00;32.00;9.00;
 3321;55.00;32.00;8.00;
 3322;55.00;32.00;7.00;
 3323;55.00;32.00;6.00;
 3324;55.00;32.00;5.00;
 3325;55.00;32.00;4.00;
 3326;55.00;32.00;3.00;
 3327;55.00;32.00;2.00;
 3328;55.00;32.00;1.00;
 3329;54.00;32.00;11.00;
 3330;54.00;32.00;10.00;
 3331;54.00;32.00;9.00;
 3332;54.00;32.00;8.00;
 3333;54.00;32.00;7.00;
 3334;54.00;32.00;6.00;
 3335;54.00;32.00;5.00;
 3336;54.00;32.00;4.00;
 3337;54.00;32.00;3.00;
 3338;54.00;32.00;2.00;
 3339;54.00;32.00;1.00;
 3340;53.00;32.00;11.00;
 3341;53.00;32.00;10.00;
 3342;53.00;32.00;9.00;
 3343;53.00;32.00;8.00;
 3344;53.00;32.00;7.00;
 3345;53.00;32.00;6.00;
 3346;53.00;32.00;5.00;
 3347;53.00;32.00;4.00;
 3348;53.00;32.00;3.00;
 3349;53.00;32.00;2.00;
 3350;53.00;32.00;1.00;
 3351;52.00;32.00;11.00;
 3352;52.00;32.00;10.00;
 3353;52.00;32.00;9.00;
 3354;52.00;32.00;8.00;
 3355;52.00;32.00;7.00;
 3356;52.00;32.00;6.00;
 3357;52.00;32.00;5.00;
 3358;52.00;32.00;4.00;
 3359;52.00;32.00;3.00;
 3360;52.00;32.00;2.00;
 3361;52.00;32.00;1.00;
 3362;51.00;32.00;11.00;
 3363;51.00;32.00;10.00;
 3364;51.00;32.00;9.00;
 3365;51.00;32.00;8.00;
 3366;51.00;32.00;7.00;
 3367;51.00;32.00;6.00;
 3368;51.00;32.00;5.00;
 3369;51.00;32.00;4.00;
 3370;51.00;32.00;3.00;
 3371;51.00;32.00;2.00;
 3372;51.00;32.00;1.00;
 3373;50.00;32.00;11.00;
 3374;50.00;32.00;10.00;
 3375;50.00;32.00;9.00;
 3376;50.00;32.00;8.00;
 3377;50.00;32.00;7.00;
 3378;50.00;32.00;6.00;
 3379;50.00;32.00;5.00;
 3380;50.00;32.00;4.00;
 3381;50.00;32.00;3.00;
 3382;50.00;32.00;2.00;
 3383;50.00;32.00;1.00;
 3384;49.00;32.00;11.00;
 3385;49.00;32.00;10.00;
 3386;49.00;32.00;9.00;
 3387;49.00;32.00;8.00;
 3388;49.00;32.00;7.00;
 3389;49.00;32.00;6.00;
 3390;49.00;32.00;5.00;
 3391;49.00;32.00;4.00;
 3392;49.00;32.00;3.00;
 3393;49.00;32.00;2.00;
 3394;49.00;32.00;1.00;
 3395;48.00;32.00;11.00;
 3396;48.00;32.00;10.00;
 3397;48.00;32.00;9.00;
 3398;48.00;32.00;8.00;
 3399;48.00;32.00;7.00;
 3400;48.00;32.00;6.00;
 3401;48.00;32.00;5.00;
 3402;48.00;32.00;4.00;
 3403;48.00;32.00;3.00;
 3404;48.00;32.00;2.00;
 3405;48.00;32.00;1.00;
 3406;47.00;32.00;11.00;
 3407;47.00;32.00;10.00;
 3408;47.00;32.00;9.00;
 3409;47.00;32.00;8.00;
 3410;47.00;32.00;7.00;
 3411;47.00;32.00;6.00;
 3412;47.00;32.00;5.00;
 3413;47.00;32.00;4.00;
 3414;47.00;32.00;3.00;
 3415;47.00;32.00;2.00;
 3416;47.00;32.00;1.00;
 3417;46.00;32.00;11.00;
 3418;46.00;32.00;10.00;
 3419;46.00;32.00;9.00;
 3420;46.00;32.00;8.00;
 3421;46.00;32.00;7.00;
 3422;46.00;32.00;6.00;
 3423;46.00;32.00;5.00;
 3424;46.00;32.00;4.00;
 3425;46.00;32.00;3.00;
 3426;46.00;32.00;2.00;
 3427;46.00;32.00;1.00;
 3428;45.00;32.00;11.00;
 3429;45.00;32.00;10.00;
 3430;45.00;32.00;9.00;
 3431;45.00;32.00;8.00;
