Panel;Node;Case;MXX (kNm/m);MYY (kNm/m);MXY (kNm/m);NXX (kN/m);NYY (kN/m);NXY (kN/m);QXX (kN/m);QYY (kN/m)
 3; 569; 102 (C);-814.72;-28.95;93.99;0.0;0.0;0.0;1492.02;701.31
 3; 570; 102 (C);-476.26;57.69;143.41;0.0;0.0;0.0;2053.68;378.94
 3; 571; 102 (C);79.43;139.07;178.60;0.0;0.0;0.0;1594.45;-657.42
 3; 572; 102 (C);297.28;-106.00;-42.28;0.0;0.0;0.0;55.92;-4006.34
 3; 573; 102 (C);218.10;129.92;-143.76;0.0;0.0;0.0;-582.66;-313.49
 3; 574; 102 (C);41.36;75.74;-82.99;0.0;0.0;0.0;-626.07;335.02
 3; 575; 102 (C);57.96;35.97;49.71;0.0;0.0;0.0;123.60;33.69
 3; 576; 102 (C);136.55;-7.55;74.19;0.0;0.0;0.0;-25.25;-470.39
 3; 577; 102 (C);145.19;-34.99;18.13;0.0;0.0;0.0;-447.69;-736.97
 3; 578; 102 (C);-14.64;68.37;-75.33;0.0;0.0;0.0;-1032.65;-404.03
 3; 579; 102 (C);-375.76;1.09;-107.17;0.0;0.0;0.0;-1371.86;-34.90
 3; 580; 102 (C);-732.10;-22.23;-70.47;0.0;0.0;0.0;-1275.65;281.39
 3; 581; 102 (C);-997.47;-36.75;-37.08;0.0;0.0;0.0;-922.50;392.03
 3; 582; 102 (C);-1159.60;-37.60;-13.85;0.0;0.0;0.0;-487.56;424.12
 3; 583; 102 (C);-1217.05;-30.35;1.68;0.0;0.0;0.0;-33.95;428.18
 3; 584; 102 (C);-1170.37;-17.03;16.80;0.0;0.0;0.0;418.87;417.98
 3; 585; 102 (C);-1020.27;2.60;37.37;0.0;0.0;0.0;852.33;386.69
 3; 586; 102 (C);-769.07;28.18;66.69;0.0;0.0;0.0;1224.01;296.62
 3; 587; 102 (C);-423.08;43.30;95.39;0.0;0.0;0.0;1364.12;36.40
 3; 588; 102 (C);-87.01;-13.66;81.82;0.0;0.0;0.0;1109.42;-582.26
 3; 589; 102 (C);119.31;-44.13;-6.23;0.0;0.0;0.0;542.66;-665.52
 3; 590; 102 (C);154.92;21.11;-71.23;0.0;0.0;0.0;72.59;-362.43
 3; 591; 102 (C);60.85;35.05;-47.17;0.0;0.0;0.0;-127.11;41.75
 3; 1209; 102 (C);1261.16;1086.60;-111.88;0.0;0.0;0.0;678.33;-1369.09
 3; 1218; 102 (C);1306.87;1129.22;-76.02;0.0;0.0;0.0;-707.59;1261.80
 3; 1221; 102 (C);1122.50;-3194.71;35.79;0.0;0.0;0.0;-2895.26;-343.80
 3; 1668; 102 (C);-1746.84;-3188.67;-424.89;0.0;0.0;0.0;811.55;-2401.78
 3; 1691; 102 (C);1401.70;1241.54;-55.68;0.0;0.0;0.0;-1062.76;-878.37
 3; 1720; 102 (C);1347.73;1185.49;33.12;0.0;0.0;0.0;1052.69;914.09
 3; 1775; 102 (C);-4773.44;-6992.72;-197.18;0.0;0.0;0.0;-6.33;5.79
 3; 1776; 102 (C);1249.86;-2748.02;-244.21;0.0;0.0;0.0;2882.39;-180.57
